subject,implant,electrode,task,stim_type,stim_dur,stim_freq,stim_amp,pulse_type,pulse_dur,pulse_num,interphase_dur,delay_dur,ref_stim_type,ref_freq,ref_amp,ref_amp_factor,ref_pulse_dur,ref_interphase_dur,theta,source
S05,ArgusI,C3,threshold,single_pulse,0.2,,179.79275457184326,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,97.39168913590723,cathodic_first,0.00015,1.0,0.00015,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,64.690442704251,cathodic_first,0.00022,1.0,0.00022,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,33.03917114198515,cathodic_first,0.00053,1.0,0.00053,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,29.333355116487457,cathodic_first,0.00075,1.0,0.00075,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,24.72130314516129,cathodic_first,0.00095,1.0,0.00095,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,18.34451129415489,cathodic_first,0.002,1.0,0.002,,,,,,,,110.3,fig_3
S05,ArgusI,C3,threshold,single_pulse,0.2,,14.649325176468814,cathodic_first,0.004,1.0,0.004,,,,,,,,110.3,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,86.58250943452768,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,51.16361041172639,cathodic_first,0.00015,1.0,0.00015,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,38.50683557582357,cathodic_first,0.00022,1.0,0.00022,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,25.109268143037216,cathodic_first,0.00053,1.0,0.00053,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,21.029889457789977,cathodic_first,0.00075,1.0,0.00075,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,22.921986843631093,cathodic_first,0.00095,1.0,0.00095,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,15.532262275182712,cathodic_first,0.002,1.0,0.002,,,,,,,,10.0,fig_3
S06,ArgusI,A1,threshold,single_pulse,0.2,,16.997407917836632,cathodic_first,0.004,1.0,0.004,,,,,,,,10.0,fig_3
S05,ArgusI,B3,threshold,single_pulse,0.2,,208.826232533806,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,125.12908798870949,cathodic_first,0.00015,1.0,0.00015,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,69.97245057817588,cathodic_first,0.00022,1.0,0.00022,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,48.19545597041189,cathodic_first,0.00053,1.0,0.00053,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,37.9117321763339,cathodic_first,0.00075,1.0,0.00075,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,34.09405619168403,cathodic_first,0.00095,1.0,0.00095,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,27.25449939636843,cathodic_first,0.002,1.0,0.002,,,,,,,,143.0,fig_s2.1
S05,ArgusI,B3,threshold,single_pulse,0.2,,21.510001800612716,cathodic_first,0.004,1.0,0.004,,,,,,,,143.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,231.46460288432988,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,96.85259046699964,cathodic_first,0.00015,1.0,0.00015,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,64.23793334943639,cathodic_first,0.00022,1.0,0.00022,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,33.58197188912638,cathodic_first,0.00053,1.0,0.00053,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,23.452415884647934,cathodic_first,0.00075,1.0,0.00075,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,24.452538099558147,cathodic_first,0.00095,1.0,0.00095,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,16.940918229028373,cathodic_first,0.002,1.0,0.002,,,,,,,,14.0,fig_s2.1
S05,ArgusI,C2,threshold,single_pulse,0.2,,11.46668314921733,cathodic_first,0.004,1.0,0.004,,,,,,,,14.0,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,124.04947730672323,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,71.76388521018433,cathodic_first,0.00015,1.0,0.00015,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,55.525320441777325,cathodic_first,0.00022,1.0,0.00022,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,36.05263108589735,cathodic_first,0.00053,1.0,0.00053,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,33.33289773232775,cathodic_first,0.00075,1.0,0.00075,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,24.882477113240427,cathodic_first,0.00095,1.0,0.00095,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,23.411462407511106,cathodic_first,0.002,1.0,0.002,,,,,,,,50.05,fig_s2.1
S06,ArgusI,B1,threshold,single_pulse,0.2,,20.65278666324567,cathodic_first,0.004,1.0,0.004,,,,,,,,50.05,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,382.7882257631578,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,222.8074748501,cathodic_first,0.00015,1.0,0.00015,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,153.10332161892072,cathodic_first,0.00022,1.0,0.00022,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,82.70605983687287,cathodic_first,0.00053,1.0,0.00053,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,69.11338805502714,cathodic_first,0.00075,1.0,0.00075,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,44.675045364914396,cathodic_first,0.00095,1.0,0.00095,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,31.398786627229928,cathodic_first,0.002,1.0,0.002,,,,,,,,1612.5,fig_s2.1
S06,ArgusI,C2,threshold,single_pulse,0.2,,24.53425491266105,cathodic_first,0.004,1.0,0.004,,,,,,,,1612.5,fig_s2.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,148.77856709940252,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,79.96315428028245,cathodic_first,0.00015,1.0,0.00015,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,67.74712627345157,cathodic_first,0.00022,1.0,0.00022,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,33.77329961130742,cathodic_first,0.00053,1.0,0.00053,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,32.349212421699995,cathodic_first,0.00075,1.0,0.00075,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,27.94616595080031,cathodic_first,0.00095,1.0,0.00095,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,27.689017073530984,cathodic_first,0.002,1.0,0.002,,,,,,,,11.2,fig_s3.1
S05,ArgusI,A1,threshold,single_pulse,0.2,,23.040250840356226,cathodic_first,0.004,1.0,0.004,,,,,,,,11.2,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,203.04070490872206,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,96.60202647557004,cathodic_first,0.00015,1.0,0.00015,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,70.17808901628665,cathodic_first,0.00022,1.0,0.00022,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,38.053084348406614,cathodic_first,0.00053,1.0,0.00053,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,31.738209684813754,cathodic_first,0.00075,1.0,0.00075,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,30.037968633283306,cathodic_first,0.00095,1.0,0.00095,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,21.48353725119853,cathodic_first,0.002,1.0,0.002,,,,,,,,140.0,fig_s3.1
S05,ArgusI,C4,threshold,single_pulse,0.2,,15.894556776569555,cathodic_first,0.004,1.0,0.004,,,,,,,,140.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,178.2569619471154,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,110.99915291799364,cathodic_first,0.00015,1.0,0.00015,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,79.13500615578556,cathodic_first,0.00022,1.0,0.00022,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,51.473694320672514,cathodic_first,0.00053,1.0,0.00053,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,40.20897973944808,cathodic_first,0.00075,1.0,0.00075,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,33.70701190228377,cathodic_first,0.00095,1.0,0.00095,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,30.304011174089066,cathodic_first,0.002,1.0,0.002,,,,,,,,132.0,fig_s3.1
S06,ArgusI,B2,threshold,single_pulse,0.2,,25.577915817342358,cathodic_first,0.004,1.0,0.004,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,445.88031167651803,cathodic_first,7.5e-05,1.0,7.5e-05,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,190.2639301558515,cathodic_first,0.00015,1.0,0.00015,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,132.7295524881763,cathodic_first,0.00022,1.0,0.00022,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,66.03667863319946,cathodic_first,0.00053,1.0,0.00053,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,51.3439324897811,cathodic_first,0.00075,1.0,0.00075,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,43.346530364247435,cathodic_first,0.00095,1.0,0.00095,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,35.26843791274802,cathodic_first,0.002,1.0,0.002,,,,,,,,132.0,fig_s3.1
S06,ArgusI,D1,threshold,single_pulse,0.2,,27.638849351027197,cathodic_first,0.004,1.0,0.004,,,,,,,,132.0,fig_s3.1
S05,ArgusI,C3,threshold,fixed_duration,0.2,5.0,141.2573789624399,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,36.3,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,15.0,126.14988865495316,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,36.3,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,45.0,99.21370417883823,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,36.3,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,76.0,81.9022520981097,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,36.3,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,135.0,76.34653698902567,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,36.3,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,225.0,66.96773078476113,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,36.3,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,5.0,24.85981,cathodic_first,0.000975,,0.000975,,,,,,,,307.5,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,15.0,22.61915818159667,cathodic_first,0.000975,,0.000975,,,,,,,,307.5,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,45.0,23.059620749726392,cathodic_first,0.000975,,0.000975,,,,,,,,307.5,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,76.0,24.82132849704493,cathodic_first,0.000975,,0.000975,,,,,,,,307.5,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,135.0,23.84623999485607,cathodic_first,0.000975,,0.000975,,,,,,,,307.5,fig_4
S05,ArgusI,C3,threshold,fixed_duration,0.2,225.0,19.07939904220845,cathodic_first,0.000975,,0.000975,,,,,,,,307.5,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,5.0,78.77701899559848,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,6.1,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,15.0,73.04035207300198,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,6.1,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,45.0,58.63579108306645,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,6.1,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,76.0,55.70067876517662,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,6.1,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,135.0,53.82585042146014,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,6.1,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,225.0,50.68040643441569,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,6.1,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,5.0,20.51724,cathodic_first,0.000975,,0.000975,,,,,,,,94.5,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,15.0,16.83908,cathodic_first,0.000975,,0.000975,,,,,,,,94.5,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,45.0,15.231986560881559,cathodic_first,0.000975,,0.000975,,,,,,,,94.5,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,76.0,14.671861282251198,cathodic_first,0.000975,,0.000975,,,,,,,,94.5,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,135.0,13.49179496031092,cathodic_first,0.000975,,0.000975,,,,,,,,94.5,fig_4
S06,ArgusI,A1,threshold,fixed_duration,0.2,225.0,12.227548987369888,cathodic_first,0.000975,,0.000975,,,,,,,,94.5,fig_4
S05,ArgusI,B3,threshold,fixed_duration,0.2,5.0,112.83784,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,21.1,fig_s2.3
S05,ArgusI,B3,threshold,fixed_duration,0.2,15.0,92.85778036618125,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,21.1,fig_s2.3
S05,ArgusI,B3,threshold,fixed_duration,0.2,45.0,70.27027,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,21.1,fig_s2.3
S05,ArgusI,B3,threshold,fixed_duration,0.2,76.0,76.10237216325126,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,21.1,fig_s2.3
S05,ArgusI,B3,threshold,fixed_duration,0.2,135.0,61.48649,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,21.1,fig_s2.3
S05,ArgusI,B3,threshold,fixed_duration,0.2,225.0,61.48649,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,21.1,fig_s2.3
S05,ArgusI,C2,threshold,fixed_duration,0.2,5.0,214.01842065352955,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s2.3
S05,ArgusI,C2,threshold,fixed_duration,0.2,15.0,190.5697241324061,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s2.3
S05,ArgusI,C2,threshold,fixed_duration,0.2,45.0,132.41991467012258,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s2.3
S05,ArgusI,C2,threshold,fixed_duration,0.2,76.0,105.64779149590521,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s2.3
S05,ArgusI,C2,threshold,fixed_duration,0.2,135.0,94.06426048185075,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s2.3
S05,ArgusI,C2,threshold,fixed_duration,0.2,225.0,90.7535850534155,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s2.3
S06,ArgusI,B1,threshold,fixed_duration,0.2,5.0,202.5041276759717,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,2500.0,fig_s2.3
S06,ArgusI,B1,threshold,fixed_duration,0.2,15.0,177.65990097737188,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,2500.0,fig_s2.3
S06,ArgusI,B1,threshold,fixed_duration,0.2,45.0,159.67714999075184,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,2500.0,fig_s2.3
S06,ArgusI,B1,threshold,fixed_duration,0.2,76.0,141.68166172899112,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,2500.0,fig_s2.3
S06,ArgusI,B1,threshold,fixed_duration,0.2,135.0,131.02515114942437,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,2500.0,fig_s2.3
S06,ArgusI,B1,threshold,fixed_duration,0.2,225.0,120.28857521245311,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,2500.0,fig_s2.3
S06,ArgusI,C2,threshold,fixed_duration,0.2,5.0,269.7886218455233,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,230.0,fig_s2.3
S06,ArgusI,C2,threshold,fixed_duration,0.2,15.0,253.36728585883083,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,230.0,fig_s2.3
S06,ArgusI,C2,threshold,fixed_duration,0.2,45.0,159.64559995654068,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,230.0,fig_s2.3
S06,ArgusI,C2,threshold,fixed_duration,0.2,76.0,159.75295572564934,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,230.0,fig_s2.3
S06,ArgusI,C2,threshold,fixed_duration,0.2,135.0,135.2108570450764,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,230.0,fig_s2.3
S06,ArgusI,C2,threshold,fixed_duration,0.2,225.0,128.4889237339787,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,230.0,fig_s2.3
S05,ArgusI,B3,threshold,fixed_duration,0.2,5.0,29.58594938281533,cathodic_first,0.000975,,0.000975,,,,,,,,147.0,fig_s2.4
S05,ArgusI,B3,threshold,fixed_duration,0.2,15.0,23.7101,cathodic_first,0.000975,,0.000975,,,,,,,,147.0,fig_s2.4
S05,ArgusI,B3,threshold,fixed_duration,0.2,45.0,23.879281037068612,cathodic_first,0.000975,,0.000975,,,,,,,,147.0,fig_s2.4
S05,ArgusI,B3,threshold,fixed_duration,0.2,76.0,22.32266155675345,cathodic_first,0.000975,,0.000975,,,,,,,,147.0,fig_s2.4
S05,ArgusI,B3,threshold,fixed_duration,0.2,135.0,19.366059907196256,cathodic_first,0.000975,,0.000975,,,,,,,,147.0,fig_s2.4
S05,ArgusI,B3,threshold,fixed_duration,0.2,225.0,18.98984464210681,cathodic_first,0.000975,,0.000975,,,,,,,,147.0,fig_s2.4
S05,ArgusI,C2,threshold,fixed_duration,0.2,5.0,24.8348519305534,cathodic_first,0.000975,,0.000975,,,,,,,,54.0,fig_s2.4
S05,ArgusI,C2,threshold,fixed_duration,0.2,15.0,23.125,cathodic_first,0.000975,,0.000975,,,,,,,,54.0,fig_s2.4
S05,ArgusI,C2,threshold,fixed_duration,0.2,45.0,22.519215289101467,cathodic_first,0.000975,,0.000975,,,,,,,,54.0,fig_s2.4
S05,ArgusI,C2,threshold,fixed_duration,0.2,76.0,20.97448837978905,cathodic_first,0.000975,,0.000975,,,,,,,,54.0,fig_s2.4
S05,ArgusI,C2,threshold,fixed_duration,0.2,135.0,20.9375,cathodic_first,0.000975,,0.000975,,,,,,,,54.0,fig_s2.4
S05,ArgusI,C2,threshold,fixed_duration,0.2,225.0,20.36345538866872,cathodic_first,0.000975,,0.000975,,,,,,,,54.0,fig_s2.4
S06,ArgusI,B1,threshold,fixed_duration,0.2,5.0,23.0,cathodic_first,0.000975,,0.000975,,,,,,,,2900.0,fig_s2.4
S06,ArgusI,B1,threshold,fixed_duration,0.2,15.0,25.16667,cathodic_first,0.000975,,0.000975,,,,,,,,2900.0,fig_s2.4
S06,ArgusI,B1,threshold,fixed_duration,0.2,45.0,25.082054397532968,cathodic_first,0.000975,,0.000975,,,,,,,,2900.0,fig_s2.4
S06,ArgusI,B1,threshold,fixed_duration,0.2,76.0,22.673539972762995,cathodic_first,0.000975,,0.000975,,,,,,,,2900.0,fig_s2.4
S06,ArgusI,B1,threshold,fixed_duration,0.2,135.0,25.738137241310085,cathodic_first,0.000975,,0.000975,,,,,,,,2900.0,fig_s2.4
S06,ArgusI,B1,threshold,fixed_duration,0.2,225.0,22.615846117960626,cathodic_first,0.000975,,0.000975,,,,,,,,2900.0,fig_s2.4
S06,ArgusI,C2,threshold,fixed_duration,0.2,5.0,34.34280268196811,cathodic_first,0.000975,,0.000975,,,,,,,,900.0,fig_s2.4
S06,ArgusI,C2,threshold,fixed_duration,0.2,15.0,34.081033690562336,cathodic_first,0.000975,,0.000975,,,,,,,,900.0,fig_s2.4
S06,ArgusI,C2,threshold,fixed_duration,0.2,45.0,30.220955082589764,cathodic_first,0.000975,,0.000975,,,,,,,,900.0,fig_s2.4
S06,ArgusI,C2,threshold,fixed_duration,0.2,76.0,30.33240794804802,cathodic_first,0.000975,,0.000975,,,,,,,,900.0,fig_s2.4
S06,ArgusI,C2,threshold,fixed_duration,0.2,135.0,26.765163628123275,cathodic_first,0.000975,,0.000975,,,,,,,,900.0,fig_s2.4
S06,ArgusI,C2,threshold,fixed_duration,0.2,225.0,25.02957884298099,cathodic_first,0.000975,,0.000975,,,,,,,,900.0,fig_s2.4
S05,ArgusI,A1,threshold,fixed_duration,0.2,5.0,106.2999125062611,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s3.3
S05,ArgusI,A1,threshold,fixed_duration,0.2,15.0,91.2036139319056,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s3.3
S05,ArgusI,A1,threshold,fixed_duration,0.2,45.0,68.22143430719275,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s3.3
S05,ArgusI,A1,threshold,fixed_duration,0.2,76.0,59.20126449696485,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s3.3
S05,ArgusI,A1,threshold,fixed_duration,0.2,135.0,56.12674159089971,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s3.3
S05,ArgusI,A1,threshold,fixed_duration,0.2,225.0,50.45906469827232,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,10.5,fig_s3.3
S05,ArgusI,C4,threshold,fixed_duration,0.2,5.0,179.23695054802002,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,49.5,fig_s3.3
S05,ArgusI,C4,threshold,fixed_duration,0.2,15.0,128.4292139572301,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,49.5,fig_s3.3
S05,ArgusI,C4,threshold,fixed_duration,0.2,45.0,106.49195378967808,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,49.5,fig_s3.3
S05,ArgusI,C4,threshold,fixed_duration,0.2,76.0,91.14589082592936,cathodic_first,7.5e-05,,7.5e-05,,,,,,,,49.5,fig_s3.3
